query_gene,partner_gene,query_uniprot,partner_uniprot,class,panel_row,training_accession_labels,training_exact_sequence_labels,validation_accession_labels,validation_exact_sequence_labels
BRCA1,CCDC30,P38398,Q5VVM6,U,266,,,,
BRCA1,PTCHD3,P38398,Q3KNS1,U,267,,,,
BRCA1,PARP1,P38398,P09874,U,268,,,,
BRCA1,PSD,P38398,A5PKW4,U,269,,,,
BRCA1,EPB41L3,P38398,Q9Y2J2,U,270,,,,
BRCA1,SMARCA4,P38398,P51532,U,271,,,,
BRCA1,LRRC32,P38398,Q14392,U,272,,,,
BRCA1,FGD6,P38398,Q6ZV73,U,273,,,,
BRCA1,TNNI3K,P38398,Q59H18,U,274,,,,
BRCA1,ZBTB47,P38398,Q9UFB7,U,275,,,,
BRCA1,HGF,P38398,P14210,U,276,,,,
BRCA1,CACNA1E,P38398,Q15878,U,277,,,,
BRCA1,ITGA10,P38398,O75578,U,278,,,,
BRCA1,NIBAN2,P38398,Q96TA1,U,279,,,,
BRCA1,RASAL3,P38398,Q86YV0,U,280,,,,
BRCA1,FGD4,P38398,Q96M96,U,281,,,,
BRCA1,HSPA4L,P38398,O95757,U,282,,,,
BRCA1,SRPRA,P38398,P08240,U,283,,,,
BRCA1,TXNDC16,P38398,Q9P2K2,U,284,,,,
BRCA1,NCOA2,P38398,Q15596,U,285,,,,
BRCA1,SYMPK,P38398,Q92797,U,286,,,,
BRCA1,MAGI1,P38398,Q96QZ7,U,287,,,,
BRCA1,SCART1,P38398,Q4G0T1,U,288,,,,
BRCA1,ANGEL1,P38398,Q9UNK9,U,289,,,,
BRCA1,ZNF609,P38398,O15014,U,290,,,,
BRCA1,ZBTB48,P38398,P10074,U,291,,,,
BRCA1,PDE2A,P38398,O00408,U,292,,,,
BRCA1,MAP4K5,P38398,Q9Y4K4,U,293,,,,
BRCA1,SIPA1L3,P38398,O60292,U,294,,,,
BRCA1,DHX58,P38398,Q96C10,U,295,,,,
BRCA1,RPS6KC1,P38398,Q96S38,U,296,,,,
BRCA1,ITGAL,P38398,P20701,U,297,,,,
BRCA1,PCDHGB6,P38398,Q9Y5F9,U,298,,,,
BRCA1,WDR81,P38398,Q562E7,U,299,,,,
BRCA1,DACT2,P38398,Q5SW24,U,300,,,,
BRCA1,ANO6,P38398,Q4KMQ2,U,301,,,,
BRCA1,SLC15A1,P38398,P46059,U,302,,,,
BRCA1,PTPN21,P38398,Q16825,U,303,,,,
